order_id,customer_id,product_id,quantity,unit_price,discount_pct,shipping_cost,order_date,country,order_status
ORD-10522,CUST-0031,P1015,1,137.39,0.15,6.19,2025-10-28 02:49:48,Germany,Delivered
ORD-10523,CUST-0005,P1031,3,188.13,,17.69,2026-01-08 01:34:32,USA,Placed
ORD-10524,CUST-0017,P1020,2,216.42,0.2,16.44,2026-08-10 12:47:56,United Kingdom,Delivered
ORD-10525,CUST-0008,P1006,1,196.17,0.0,10.98,2026-07-11 08:48:16,USA,Delivered
ORD-10526,CUST-0130,P1037,1,198.82,,8.17,2026-06-03 00:09:27,Germany,Delivered
ORD-10527,CUST-0026,P1014,4,41.71,0.05,16.17,2025-12-02 12:55:07,United Kingdom,Cancelled
ORD-10528,CUST-0098,P1028,1,37.99,0.0,10.26,2026-05-12 13:09:09,USA,Shipped
ORD-10529,CUST-0074,P1036,2,169.05,0.05,9.6,2026-04-16 08:13:25,Australia,Placed
ORD-10530,CUST-0142,P1027,1,63.12,0.0,22.74,2026-03-08 06:31:40,Germany,Cancelled
ORD-10531,CUST-0004,P1032,2,157.75,0.1,5.33,2026-06-30 03:42:12,Germany,Delivered
ORD-10532,CUST-0044,P1005,1,209.87,0.0,24.8,2026-05-14 10:08:25,USA,Shipped
ORD-10533,CUST-0149,P1038,1,26.46,0.15,11.16,2026-05-07 18:37:12,Germany,Delivered
ORD-10534,CUST-0072,P1010,3,84.13,0.0,8.46,2025-09-28 02:29:02,USA,Shipped
ORD-10535,CUST-0128,P1002,5,15.26,0.15,10.01,2026-08-05 18:55:50,Germany,Delivered
ORD-10536,CUST-0127,P1030,1,118.86,0.05,15.16,2025-09-10 01:09:01,USA,Delivered
ORD-10537,CUST-0111,P1008,1,159.0,0.05,4.27,2026-02-03 05:58:34,United Kingdom,Delivered
ORD-10538,CUST-0126,P1028,1,37.99,0.05,15.73,2026-06-04 20:50:00,Canada,Delivered
ORD-10539,CUST-0121,P1031,2,188.13,0.0,14.14,2026-02-28 10:21:21,USA,Shipped
ORD-10540,CUST-0083,P1004,1,228.54,0.2,20.91,2026-07-18 12:25:29,United Kingdom,Placed
ORD-10541,CUST-0098,P1007,1,202.45,0.05,17.72,2026-07-01 03:05:33,USA,Returned
ORD-10542,CUST-0017,P1020,1,216.42,0.1,13.41,2026-04-04 09:42:26,United Kingdom,Shipped
ORD-10543,CUST-0006,P1031,2,188.13,0.05,10.43,2026-08-12 07:29:48,Canada,Returned
ORD-10544,CUST-0087,P1032,2,157.75,0.0,9.94,2026-07-23 02:44:32,USA,Delivered
ORD-10545,CUST-0138,P1014,1,41.71,0.1,8.36,2026-06-24 03:26:56,USA,Placed
ORD-10546,CUST-0087,P1018,1,203.01,0.05,10.97,2026-05-17 10:55:09,USA,Delivered
ORD-10547,CUST-0111,P1035,1,105.54,0.0,13.24,2025-09-10 22:51:32,United Kingdom,Delivered
ORD-10548,CUST-0133,P1012,2,31.62,0.2,13.55,2026-07-12 15:47:29,India,Shipped
ORD-10549,CUST-0145,P1004,2,228.54,0.0,19.55,2026-03-30 11:36:06,Canada,Delivered
ORD-10550,CUST-0017,P1014,3,41.71,0.0,9.01,2025-10-29 05:27:35,United Kingdom,Shipped
ORD-10551,CUST-0050,P1002,1,15.26,0.05,24.81,2025-12-13 05:48:07,Germany,Delivered
ORD-10552,CUST-0070,P1009,1,160.77,0.0,7.28,2026-05-07 00:43:29,Australia,Delivered
ORD-10553,CUST-0015,P1006,1,196.17,0.0,12.25,2025-10-17 14:27:01,Canada,Shipped
ORD-10554,CUST-0036,P1016,1,209.3,0.0,21.32,2026-01-07 18:04:30,India,Delivered
ORD-10555,CUST-0024,P1016,2,209.3,0.0,16.06,2025-12-30 15:23:46,USA,Delivered
ORD-10556,CUST-0056,P1010,1,84.13,0.0,8.97,2026-03-11 04:06:46,USA,Shipped
ORD-10557,CUST-0082,P1035,1,105.54,0.0,23.64,2026-02-05 00:46:02,USA,Delivered
ORD-10558,CUST-0009,P1004,2,228.54,0.0,11.77,2025-11-02 19:28:31,United Kingdom,Delivered
ORD-10559,CUST-0061,P1029,1,37.86,0.05,23.24,2025-12-30 10:49:43,Germany,Cancelled
ORD-10560,CUST-0054,P1011,4,149.09,0.2,,2026-05-10 17:09:06,Australia,Delivered
ORD-10561,CUST-0106,P1022,2,97.78,0.2,6.95,2026-04-04 21:55:20,USA,Cancelled
ORD-10562,CUST-0141,P1021,1,242.13,0.0,7.45,2025-09-02 14:35:15,Canada,Placed
ORD-10563,CUST-0052,P1020,1,216.42,0.0,18.84,2025-11-06 21:37:38,Canada,Placed
ORD-10564,CUST-0106,P1021,1,242.13,0.0,18.28,2025-12-11 03:04:22,USA,Cancelled
ORD-10565,CUST-0107,P1024,1,171.47,0.2,8.33,2026-07-29 22:16:56,Nepal,Cancelled
ORD-10566,CUST-0059,P1006,5,196.17,0.15,4.57,2025-11-16 03:14:33,India,Shipped
ORD-10567,CUST-0095,P1011,4,149.09,0.15,20.13,2026-05-12 04:18:53,India,Shipped
ORD-10568,CUST-0058,P1014,1,41.71,0.2,19.55,2025-12-15 21:50:54,USA,Cancelled
ORD-10569,CUST-0056,P1019,2,43.77,0.0,6.64,2026-07-14 16:25:10,USA,Shipped
ORD-10570,CUST-0064,P1024,2,171.47,,6.36,2025-12-18 13:57:45,Germany,Delivered
ORD-10571,CUST-0109,P1039,1,61.82,,23.52,2026-07-08 21:46:51,USA,Placed
ORD-10572,CUST-0012,P1001,1,81.0,0.0,17.93,2025-09-22 21:08:05,USA,Delivered
ORD-10573,CUST-0046,P1017,1,242.16,0.0,6.34,2025-11-12 09:28:51,India,Delivered
ORD-10574,CUST-0030,P1021,1,242.13,0.2,9.54,2026-01-13 22:18:58,USA,Shipped
ORD-10575,CUST-0068,P1034,1,245.41,0.0,14.06,2026-08-03 23:10:47,United Kingdom,Cancelled
ORD-10576,CUST-0113,P1004,1,228.54,,9.09,2026-05-12 01:29:06,Germany,Placed
ORD-10577,CUST-0114,P1023,5,13.33,0.05,21.69,2025-10-18 07:25:03,Canada,Delivered
ORD-10578,CUST-0073,P1012,3,31.62,0.2,22.65,2025-09-03 19:09:05,USA,Delivered
ORD-10579,CUST-0147,P1012,1,31.62,0.2,5.53,2026-08-15 04:26:29,USA,Placed
ORD-10580,CUST-0101,P1024,2,171.47,0.2,4.12,2026-05-04 16:31:53,USA,Returned
ORD-10581,CUST-0069,P1039,2,61.82,0.0,23.94,2026-06-19 04:42:30,Australia,Delivered
ORD-10582,CUST-0055,P1004,3,228.54,,5.02,2026-03-24 09:17:24,Germany,Shipped
ORD-10583,CUST-0046,P1016,5,209.3,,7.98,2026-07-29 23:48:49,India,Cancelled
ORD-10584,CUST-0040,P1008,1,159.0,0.15,10.17,2026-08-07 03:29:57,India,Delivered
ORD-10585,CUST-0095,P1033,1,62.13,0.05,15.61,2026-03-08 22:21:00,India,Delivered
ORD-10586,CUST-0048,P1028,2,37.99,0.1,13.47,2025-11-19 18:02:02,United Kingdom,Placed
ORD-10587,CUST-0135,P1034,1,245.41,0.0,13.77,2026-02-01 09:03:11,United Kingdom,Delivered
ORD-10588,CUST-0134,P1028,1,37.99,0.0,14.54,2026-04-26 20:41:51,Germany,Placed
ORD-10589,CUST-0065,P1023,1,13.33,,19.42,2026-03-21 01:38:52,United Kingdom,Placed
ORD-10590,CUST-0022,P1027,3,63.12,0.1,19.78,2026-02-22 06:48:55,Canada,Shipped
ORD-10591,,P1012,1,31.62,0.0,5.79,2025-10-30 00:29:03,Germany,Returned
ORD-10592,CUST-0044,P1031,1,188.13,0.15,16.44,2026-07-13 13:08:01,USA,Delivered
ORD-10593,CUST-0102,P1020,1,216.42,0.0,3.84,2025-12-17 17:31:00,United Kingdom,Shipped
ORD-10594,CUST-0038,P1016,1,209.3,0.2,5.35,2026-04-05 00:47:39,USA,Delivered
ORD-10595,CUST-0030,P1011,4,149.09,0.05,13.64,2025-12-13 10:44:04,USA,Delivered
ORD-10596,CUST-0146,P1026,1,123.14,0.15,12.78,2026-06-24 21:41:37,USA,Placed
ORD-10597,CUST-0142,P1019,1,43.77,0.1,16.65,2026-05-08 08:26:36,Germany,Delivered
ORD-10598,CUST-0016,P1034,1,245.41,,22.7,2026-05-12 22:40:18,Germany,Delivered
ORD-10599,CUST-0089,P1029,2,37.86,0.0,13.59,2026-06-28 12:20:53,USA,Placed
ORD-10600,CUST-0120,P1009,3,160.77,0.05,21.41,2026-04-30 05:53:57,Canada,Delivered
