transaction_id,account_id,txn_date,txn_time,txn_type,channel,amount,currency,balance_after,merchant,description,is_flagged
7002143,100129,2026-01-29,11:30:00,Deposit,POS,51090.11,NPR,716783.73,Self,Cash deposit at branch counter,False
7002136,100129,2026-01-31,07:00:00,Transfer Out,Mobile App,63619.34,NPR,653164.39,,Outgoing fund transfer,False
7002144,100129,2026-04-14,18:30:00,Loan EMI,Internet Banking,24573.73,NPR,628590.66,,Loan EMI auto-debit,False
7002145,100129,2026-05-10,18:00:00,Fee,ATM,67.88,NPR,628522.78,,Monthly account maintenance fee,False
7002142,100129,2026-05-13,22:15:00,Fee,Internet Banking,1419.72,NPR,627103.06,,Monthly account maintenance fee,False
7002131,100129,2026-06-20,09:45:00,Transfer In,Mobile App,33839.57,NPR,660942.63,,Incoming fund transfer,False
7002147,100129,2026-07-15,14:15:00,Fee,Internet Banking,1044.9,NPR,659897.73,,Monthly account maintenance fee,False
7002129,100129,2026-07-28,09:15:00,Deposit,IVR,47856.96,NPR,707754.69,Self,Cash deposit at branch counter,False
7002151,100130,2025-01-20,18:15:00,Deposit,Branch,89755.38,NPR,89755.38,Self,Cash deposit at branch counter,False
7002152,100130,2026-07-16,14:00:00,Loan EMI,Internet Banking,28533.8,NPR,61221.58,,Loan EMI auto-debit,False
7002156,100131,2024-11-21,19:15:00,POS Purchase,ATM,5907.21,NPR,576574.82,eSewa,Point-of-sale card purchase,False
7002168,100131,2024-12-10,13:00:00,Loan EMI,Internet Banking,33703.24,NPR,542871.58,,Loan EMI auto-debit,False
7002163,100131,2024-12-12,07:30:00,Transfer Out,Mobile App,20177.75,NPR,522693.83,,Outgoing fund transfer,False
7002164,100131,2025-01-12,16:00:00,Transfer In,Internet Banking,62719.77,NPR,585413.6,,Incoming fund transfer,False
7002158,100131,2025-01-25,11:00:00,Transfer In,ATM,54610.35,NPR,640023.95,,Incoming fund transfer,False
7002165,100131,2025-02-07,22:45:00,Transfer In,IVR,10645.94,NPR,650669.89,,Incoming fund transfer,False
7002153,100131,2025-03-07,13:45:00,Loan EMI,Internet Banking,43128.07,NPR,607541.82,,Loan EMI auto-debit,False
7002162,100131,2025-03-08,14:00:00,Transfer Out,IVR,25107.08,NPR,582434.74,,Outgoing fund transfer,False
7002170,100131,2025-03-30,14:15:00,POS Purchase,Mobile App,11198.79,NPR,571235.95,Salary Employer Pvt Ltd,Point-of-sale card purchase,False
7002157,100131,2025-05-01,20:15:00,Fee,ATM,223.21,NPR,571012.74,,Monthly account maintenance fee,False
7002161,100131,2025-05-20,06:45:00,Fee,Internet Banking,1169.78,NPR,569842.96,,Monthly account maintenance fee,False
7002166,100131,2025-05-20,08:15:00,Deposit,ATM,90081.24,NPR,659924.2,Self,Cash deposit at branch counter,True
7002159,100131,2025-05-31,22:30:00,Transfer Out,ATM,61329.69,NPR,598594.51,,Outgoing fund transfer,False
7002154,100131,2025-09-27,07:30:00,POS Purchase,ATM,3884.05,NPR,594710.46,Salary Employer Pvt Ltd,Point-of-sale card purchase,False
7002167,100131,2025-10-03,09:30:00,Loan EMI,Internet Banking,26354.91,NPR,568355.55,,Loan EMI auto-debit,False
7002173,100131,2025-10-21,18:15:00,Transfer In,POS,76592.31,NPR,644947.86,,Incoming fund transfer,False
7002172,100131,2025-11-23,06:15:00,Loan EMI,Internet Banking,12004.91,NPR,632942.95,,Loan EMI auto-debit,False
7002169,100131,2026-04-09,08:00:00,Fee,Internet Banking,542.01,NPR,632400.94,,Monthly account maintenance fee,False
7002160,100131,2026-05-20,10:30:00,Loan EMI,Internet Banking,7399.08,NPR,625001.86,,Loan EMI auto-debit,False
7002171,100131,2026-05-31,13:30:00,Deposit,ATM,17371.15,NPR,642373.01,Self,Cash deposit at branch counter,False
7002155,100131,2026-06-24,19:45:00,POS Purchase,Mobile App,6354.45,NPR,636018.56,Khalti,Point-of-sale card purchase,False
7002179,100132,2024-03-01,16:00:00,POS Purchase,Branch,10136.52,NPR,280103.55,Salary Employer Pvt Ltd,Point-of-sale card purchase,False
7002177,100132,2024-04-29,18:15:00,POS Purchase,Internet Banking,1634.87,NPR,278468.68,eSewa,Point-of-sale card purchase,False
7002181,100132,2024-09-30,13:15:00,POS Purchase,IVR,4748.97,NPR,273719.71,Foodmandu,Point-of-sale card purchase,False
7002184,100132,2024-11-23,16:15:00,Transfer In,POS,22500.75,NPR,296220.46,,Incoming fund transfer,False
7002189,100132,2025-02-03,12:00:00,Withdrawal,POS,45514.65,NPR,250705.81,Self,ATM cash withdrawal,False
7002185,100132,2025-03-07,08:30:00,Fee,IVR,523.16,NPR,250182.65,,Monthly account maintenance fee,False
7002182,100132,2025-06-10,07:00:00,Interest Credit,Mobile App,94178.14,NPR,344360.79,,Quarterly interest credit,True
7002178,100132,2025-06-20,08:00:00,Interest Credit,POS,46078.67,NPR,390439.46,,Quarterly interest credit,False
7002183,100132,2025-07-08,10:15:00,Deposit,IVR,86833.31,NPR,477272.77,Self,Cash deposit at branch counter,False
7002191,100132,2025-09-27,22:30:00,Fee,Mobile App,757.93,NPR,476514.84,,Monthly account maintenance fee,False
7002174,100132,2025-11-21,06:30:00,POS Purchase,Internet Banking,6837.56,NPR,469677.28,eSewa,Point-of-sale card purchase,False
7002176,100132,2025-12-02,11:15:00,Withdrawal,IVR,1822.78,NPR,467854.5,Self,ATM cash withdrawal,False
7002186,100132,2025-12-07,17:45:00,Withdrawal,IVR,49611.4,NPR,418243.1,Self,ATM cash withdrawal,False
7002187,100132,2026-03-05,18:45:00,Withdrawal,IVR,46964.47,NPR,371278.63,Self,ATM cash withdrawal,False
7002188,100132,2026-03-15,17:30:00,Loan EMI,Internet Banking,22959.33,NPR,348319.3,,Loan EMI auto-debit,False
7002175,100132,2026-03-30,20:30:00,Withdrawal,Branch,58507.97,NPR,289811.33,Self,ATM cash withdrawal,False
7002180,100132,2026-05-15,11:00:00,Loan EMI,Internet Banking,25970.72,NPR,263840.61,,Loan EMI auto-debit,False
7002190,100132,2026-06-18,11:45:00,Fee,IVR,818.06,NPR,263022.55,,Monthly account maintenance fee,False
7002194,100133,2024-08-15,15:15:00,Interest Credit,Internet Banking,37848.24,NPR,62101.11,,Quarterly interest credit,False
7002192,100133,2025-01-20,18:00:00,Interest Credit,IVR,77290.48,NPR,139391.59,,Quarterly interest credit,False
7002195,100133,2025-05-26,14:00:00,Loan EMI,Internet Banking,41539.08,NPR,97852.51,,Loan EMI auto-debit,False
7002196,100133,2025-08-27,19:45:00,Fee,POS,1240.35,NPR,96612.16,,Monthly account maintenance fee,False
7002199,100133,2025-10-13,08:00:00,Fee,POS,452.56,NPR,96159.6,,Monthly account maintenance fee,False
7002198,100133,2025-11-06,16:00:00,Loan EMI,Internet Banking,13658.53,NPR,82501.07,,Loan EMI auto-debit,False
7002193,100133,2025-11-09,11:15:00,Transfer Out,Branch,17549.52,NPR,64951.55,,Outgoing fund transfer,False
7002197,100133,2026-08-15,15:30:00,Transfer Out,IVR,26726.29,NPR,38225.26,,Outgoing fund transfer,False
7002206,100134,2024-04-15,14:00:00,Deposit,POS,90523.6,NPR,283448.03,Self,Cash deposit at branch counter,True
7002220,100134,2024-04-16,12:00:00,Fee,Branch,971.43,NPR,282476.6,,Monthly account maintenance fee,False
7002204,100134,2024-05-05,20:45:00,Transfer Out,POS,40000.02,NPR,242476.58,,Outgoing fund transfer,False
7002219,100134,2024-05-20,20:15:00,Transfer In,IVR,26260.67,NPR,268737.25,,Incoming fund transfer,False
7002221,100134,2024-06-04,13:00:00,Interest Credit,Internet Banking,69037.84,NPR,337775.09,,Quarterly interest credit,False
7002218,100134,2024-07-17,17:15:00,Withdrawal,IVR,1756.77,NPR,336018.32,Self,ATM cash withdrawal,False
7002202,100134,2024-08-25,07:15:00,Interest Credit,IVR,25019.19,NPR,361037.51,,Quarterly interest credit,False
7002224,100134,2024-11-30,19:30:00,Deposit,Internet Banking,46153.91,NPR,407191.42,Self,Cash deposit at branch counter,False
7002211,100134,2024-12-07,16:30:00,Deposit,ATM,70736.67,NPR,477928.09,Self,Cash deposit at branch counter,False
7002216,100134,2025-01-31,07:45:00,Fee,ATM,328.62,NPR,477599.47,,Monthly account maintenance fee,False
7002215,100134,2025-02-08,08:45:00,Deposit,Mobile App,29306.44,NPR,506905.91,Self,Cash deposit at branch counter,False
7002212,100134,2025-04-04,15:15:00,Transfer In,POS,93719.5,NPR,600625.41,,Incoming fund transfer,True
7002209,100134,2025-05-12,19:45:00,Interest Credit,ATM,57544.68,NPR,658170.09,,Quarterly interest credit,False
7002200,100134,2025-08-28,13:15:00,Transfer In,Mobile App,19941.66,NPR,678111.75,,Incoming fund transfer,False
7002214,100134,2025-09-23,07:00:00,Deposit,Mobile App,44042.58,NPR,722154.33,Self,Cash deposit at branch counter,False
7002205,100134,2025-12-13,12:45:00,POS Purchase,Internet Banking,2615.82,NPR,719538.51,Khalti,Point-of-sale card purchase,False
7002213,100134,2026-01-11,14:00:00,Transfer In,Internet Banking,91913.9,NPR,811452.41,,Incoming fund transfer,True
7002208,100134,2026-02-02,09:30:00,Deposit,POS,44767.61,NPR,856220.02,Self,Cash deposit at branch counter,False
7002222,100134,2026-02-14,06:45:00,POS Purchase,Branch,9456.15,NPR,846763.87,Salary Employer Pvt Ltd,Point-of-sale card purchase,False
7002223,100134,2026-03-05,11:00:00,Fee,ATM,1188.8,NPR,845575.07,,Monthly account maintenance fee,False
7002207,100134,2026-04-16,12:15:00,Transfer Out,ATM,19849.93,NPR,825725.14,,Outgoing fund transfer,False
7002203,100134,2026-05-07,21:15:00,Transfer In,Branch,12388.38,NPR,838113.52,,Incoming fund transfer,False
7002225,100134,2026-05-23,10:30:00,Interest Credit,Mobile App,80685.83,NPR,918799.35,,Quarterly interest credit,False
7002217,100134,2026-06-22,07:00:00,Loan EMI,Internet Banking,39925.63,NPR,878873.72,,Loan EMI auto-debit,False
7002210,100134,2026-07-06,10:45:00,Interest Credit,Internet Banking,79637.63,NPR,958511.35,,Quarterly interest credit,False
7002201,100134,2026-08-19,09:30:00,Transfer Out,POS,42614.49,NPR,915896.86,,Outgoing fund transfer,False
7002228,100135,2024-02-13,15:45:00,Transfer In,Internet Banking,16661.07,NPR,277047.2,,Incoming fund transfer,False
7002227,100135,2024-04-24,19:30:00,Fee,IVR,133.06,NPR,276914.14,,Monthly account maintenance fee,False
7002230,100135,2025-02-08,22:15:00,POS Purchase,POS,8058.82,NPR,268855.32,Salary Employer Pvt Ltd,Point-of-sale card purchase,False
7002231,100135,2025-02-11,17:30:00,POS Purchase,Mobile App,2901.45,NPR,265953.87,Bhat-Bhateni Supermarket,Point-of-sale card purchase,False
7002233,100135,2025-06-12,13:45:00,Withdrawal,Mobile App,3057.77,NPR,262896.1,Self,ATM cash withdrawal,False
7002229,100135,2025-06-25,19:15:00,Withdrawal,Branch,51535.8,NPR,211360.3,Self,ATM cash withdrawal,False
7002232,100135,2025-12-29,22:00:00,POS Purchase,IVR,4674.75,NPR,206685.55,IME Remit,Point-of-sale card purchase,False
7002226,100135,2026-03-25,10:30:00,Interest Credit,ATM,83232.46,NPR,289918.01,,Quarterly interest credit,True
7002239,100136,2024-01-26,09:45:00,Transfer Out,POS,8868.39,NPR,717954.36,,Outgoing fund transfer,False
7002257,100136,2024-05-23,07:15:00,Interest Credit,Mobile App,20861.94,NPR,738816.3,,Quarterly interest credit,False
7002247,100136,2024-06-27,09:00:00,Withdrawal,Internet Banking,41806.83,NPR,697009.47,Self,ATM cash withdrawal,False
7002238,100136,2024-07-17,16:15:00,Loan EMI,Internet Banking,15544.66,NPR,681464.81,,Loan EMI auto-debit,False
7002241,100136,2024-07-18,17:15:00,Deposit,Branch,27944.75,NPR,709409.56,Self,Cash deposit at branch counter,False
7002235,100136,2024-08-20,15:00:00,Transfer In,Internet Banking,56214.78,NPR,765624.34,,Incoming fund transfer,False
7002261,100136,2024-09-30,17:45:00,Transfer In,IVR,22758.09,NPR,788382.43,,Incoming fund transfer,False
7002256,100136,2024-12-15,13:30:00,Interest Credit,ATM,41332.44,NPR,829714.87,,Quarterly interest credit,False
7002246,100136,2024-12-25,16:00:00,Withdrawal,Internet Banking,7003.47,NPR,822711.4,Self,ATM cash withdrawal,False
7002254,100136,2024-12-29,19:00:00,POS Purchase,ATM,11786.35,NPR,810925.05,Salary Employer Pvt Ltd,Point-of-sale card purchase,False
7002258,100136,2025-01-16,09:30:00,Loan EMI,Internet Banking,3484.45,NPR,807440.6,,Loan EMI auto-debit,False
7002252,100136,2025-02-21,21:00:00,Transfer In,Internet Banking,72770.77,NPR,880211.37,,Incoming fund transfer,False
7002248,100136,2025-03-21,07:15:00,Interest Credit,POS,85844.1,NPR,966055.47,,Quarterly interest credit,False
7002245,100136,2025-04-02,11:30:00,Deposit,ATM,51433.48,NPR,1017488.95,Self,Cash deposit at branch counter,False
7002260,100136,2025-04-20,16:00:00,Transfer Out,IVR,51565.03,NPR,965923.92,,Outgoing fund transfer,False
7002240,100136,2025-06-08,16:15:00,Interest Credit,IVR,4587.62,NPR,970511.54,,Quarterly interest credit,False
7002259,100136,2025-07-13,06:15:00,Interest Credit,ATM,24675.45,NPR,995186.99,,Quarterly interest credit,False
7002234,100136,2025-07-17,17:15:00,Withdrawal,Internet Banking,59010.87,NPR,936176.12,Self,ATM cash withdrawal,False
7002255,100136,2025-08-24,10:15:00,Deposit,ATM,34940.86,NPR,971116.98,Self,Cash deposit at branch counter,False
7002236,100136,2025-09-10,19:00:00,Interest Credit,POS,57545.98,NPR,1028662.96,,Quarterly interest credit,False
7002250,100136,2025-10-10,09:00:00,Withdrawal,POS,59749.1,NPR,968913.86,Self,ATM cash withdrawal,False
7002242,100136,2025-10-22,09:15:00,Loan EMI,Internet Banking,40245.58,NPR,928668.28,,Loan EMI auto-debit,False
7002251,100136,2026-02-17,11:45:00,Transfer Out,POS,43288.29,NPR,885379.99,,Outgoing fund transfer,False
7002253,100136,2026-03-26,13:15:00,Withdrawal,Branch,15474.64,NPR,869905.35,Self,ATM cash withdrawal,False
7002249,100136,2026-04-01,07:45:00,Loan EMI,Internet Banking,20523.19,NPR,849382.16,,Loan EMI auto-debit,False
7002244,100136,2026-06-15,22:00:00,Deposit,Branch,82724.49,NPR,932106.65,Self,Cash deposit at branch counter,True
7002237,100136,2026-08-04,09:45:00,Withdrawal,ATM,47965.98,NPR,884140.67,Self,ATM cash withdrawal,False
7002243,100136,2026-08-25,14:00:00,Transfer Out,POS,62855.36,NPR,821285.31,,Outgoing fund transfer,False
7002284,100137,2025-05-27,06:00:00,Deposit,ATM,44507.33,NPR,116387.13,Self,Cash deposit at branch counter,False
7002265,100137,2025-05-30,07:45:00,Transfer In,Mobile App,47447.48,NPR,163834.61,,Incoming fund transfer,False
7002274,100137,2025-06-20,14:30:00,Transfer Out,IVR,34708.11,NPR,129126.5,,Outgoing fund transfer,False
7002266,100137,2025-08-03,19:30:00,Transfer Out,ATM,10923.47,NPR,118203.03,,Outgoing fund transfer,False
7002279,100137,2025-09-07,12:00:00,Fee,IVR,686.76,NPR,117516.27,,Monthly account maintenance fee,False
7002273,100137,2025-10-13,21:15:00,Fee,Mobile App,733.74,NPR,116782.53,,Monthly account maintenance fee,False
7002283,100137,2025-10-25,16:30:00,Fee,ATM,629.1,NPR,116153.43,,Monthly account maintenance fee,False
7002272,100137,2025-12-15,08:00:00,Interest Credit,Internet Banking,16561.84,NPR,132715.27,,Quarterly interest credit,False
7002278,100137,2025-12-17,21:45:00,POS Purchase,POS,2566.39,NPR,130148.88,Salary Employer Pvt Ltd,Point-of-sale card purchase,False
7002271,100137,2026-01-03,14:30:00,POS Purchase,ATM,5672.53,NPR,124476.35,NTC Recharge,Point-of-sale card purchase,False
7002270,100137,2026-01-05,21:00:00,Transfer Out,Internet Banking,30006.62,NPR,94469.73,,Outgoing fund transfer,False
7002267,100137,2026-01-16,11:00:00,Interest Credit,Internet Banking,11498.62,NPR,105968.35,,Quarterly interest credit,False
7002262,100137,2026-02-09,11:15:00,Fee,IVR,268.53,NPR,105699.82,,Monthly account maintenance fee,False
7002281,100137,2026-02-28,21:15:00,POS Purchase,POS,10597.03,NPR,95102.79,NTC Recharge,Point-of-sale card purchase,False
7002268,100137,2026-03-10,20:00:00,Fee,Mobile App,1439.2,NPR,93663.59,,Monthly account maintenance fee,False
7002275,100137,2026-03-23,19:30:00,Deposit,POS,92133.8,NPR,185797.39,Self,Cash deposit at branch counter,True
7002280,100137,2026-03-25,08:30:00,Withdrawal,Branch,55327.34,NPR,130470.05,Self,ATM cash withdrawal,False
7002263,100137,2026-04-16,15:30:00,Loan EMI,Internet Banking,27921.27,NPR,102548.78,,Loan EMI auto-debit,False
7002282,100137,2026-04-16,11:15:00,Withdrawal,Internet Banking,30133.48,NPR,72415.3,Self,ATM cash withdrawal,False
7002269,100137,2026-05-02,11:30:00,Transfer In,Mobile App,35486.13,NPR,107901.43,,Incoming fund transfer,False
7002276,100137,2026-06-09,15:15:00,Transfer In,POS,88678.56,NPR,196579.99,,Incoming fund transfer,False
7002285,100137,2026-08-12,18:30:00,Fee,POS,1057.95,NPR,195522.04,,Monthly account maintenance fee,False
7002277,100137,2026-08-25,21:00:00,Loan EMI,Internet Banking,6868.28,NPR,188653.76,,Loan EMI auto-debit,False
7002264,100137,2026-08-27,07:45:00,Interest Credit,POS,74014.97,NPR,262668.73,,Quarterly interest credit,False
7002286,100138,2026-04-14,13:15:00,Withdrawal,IVR,57059.52,NPR,-57059.52,Self,ATM cash withdrawal,False
7002290,100138,2026-05-10,13:45:00,POS Purchase,POS,11935.96,NPR,-68995.48,NTC Recharge,Point-of-sale card purchase,False
7002289,100138,2026-07-10,14:30:00,Interest Credit,Internet Banking,15040.27,NPR,-53955.21,,Quarterly interest credit,False
7002288,100138,2026-07-11,22:00:00,Withdrawal,POS,51260.9,NPR,-105216.11,Self,ATM cash withdrawal,False
7002287,100138,2026-07-26,06:15:00,POS Purchase,ATM,8783.19,NPR,-113999.3,Daraz,Point-of-sale card purchase,False
7002296,100139,2025-06-10,16:30:00,Loan EMI,Internet Banking,34978.03,NPR,68582.32,,Loan EMI auto-debit,False
7002291,100139,2025-06-15,15:15:00,Fee,Branch,607.05,NPR,67975.27,,Monthly account maintenance fee,False
7002314,100139,2025-06-24,14:00:00,Loan EMI,Internet Banking,17648.07,NPR,50327.2,,Loan EMI auto-debit,False
7002294,100139,2025-06-30,15:30:00,Fee,POS,1301.88,NPR,49025.32,,Monthly account maintenance fee,False
7002299,100139,2025-07-16,16:00:00,Loan EMI,Internet Banking,3533.47,NPR,45491.85,,Loan EMI auto-debit,False
7002306,100139,2025-08-14,07:00:00,Interest Credit,ATM,36794.39,NPR,82286.24,,Quarterly interest credit,False
7002315,100139,2025-08-24,15:45:00,Fee,IVR,708.69,NPR,81577.55,,Monthly account maintenance fee,False
7002308,100139,2025-09-01,19:15:00,Deposit,IVR,28463.57,NPR,110041.12,Self,Cash deposit at branch counter,False
7002310,100139,2025-09-03,08:30:00,Transfer Out,POS,56623.6,NPR,53417.52,,Outgoing fund transfer,False
7002297,100139,2025-10-17,14:15:00,Interest Credit,ATM,17433.04,NPR,70850.56,,Quarterly interest credit,False
7002311,100139,2025-10-27,11:15:00,Fee,POS,1369.53,NPR,69481.03,,Monthly account maintenance fee,False
7002301,100139,2025-11-11,17:30:00,POS Purchase,IVR,8260.87,NPR,61220.16,IME Remit,Point-of-sale card purchase,False
7002307,100139,2025-11-12,10:00:00,Loan EMI,Internet Banking,36313.42,NPR,24906.74,,Loan EMI auto-debit,False
7002293,100139,2025-11-24,18:45:00,Loan EMI,Internet Banking,4878.91,NPR,20027.83,,Loan EMI auto-debit,False
7002318,100139,2026-02-03,13:30:00,Transfer In,IVR,73640.24,NPR,93668.07,,Incoming fund transfer,False
7002292,100139,2026-02-06,21:30:00,Fee,Mobile App,1327.08,NPR,92340.99,,Monthly account maintenance fee,False
7002300,100139,2026-02-17,18:45:00,Loan EMI,Internet Banking,10092.6,NPR,82248.39,,Loan EMI auto-debit,False
7002309,100139,2026-03-29,08:30:00,POS Purchase,Internet Banking,8290.43,NPR,73957.96,NTC Recharge,Point-of-sale card purchase,False
7002312,100139,2026-03-30,17:00:00,POS Purchase,Internet Banking,4302.72,NPR,69655.24,NEA Bill Pay,Point-of-sale card purchase,False
7002304,100139,2026-04-13,15:00:00,Transfer Out,Branch,40357.4,NPR,29297.84,,Outgoing fund transfer,False
7002295,100139,2026-05-13,10:00:00,Loan EMI,Internet Banking,38850.23,NPR,-9552.39,,Loan EMI auto-debit,False
7002305,100139,2026-06-07,14:00:00,Transfer In,Internet Banking,4688.55,NPR,-4863.84,,Incoming fund transfer,False
7002313,100139,2026-06-07,12:45:00,Deposit,Mobile App,84074.52,NPR,79210.68,Self,Cash deposit at branch counter,True
7002303,100139,2026-06-18,14:00:00,Interest Credit,Internet Banking,57817.32,NPR,137028,,Quarterly interest credit,False
7002317,100139,2026-07-06,08:45:00,Transfer In,IVR,89131.8,NPR,226159.8,,Incoming fund transfer,False
7002320,100139,2026-07-22,15:30:00,Transfer In,Mobile App,62915.57,NPR,289075.37,,Incoming fund transfer,False
7002302,100139,2026-07-29,19:15:00,Withdrawal,Mobile App,15645.57,NPR,273429.8,Self,ATM cash withdrawal,False
7002298,100139,2026-08-01,17:45:00,Interest Credit,Mobile App,16912.9,NPR,290342.7,,Quarterly interest credit,False
7002319,100139,2026-08-09,15:30:00,Transfer Out,ATM,2395.66,NPR,287947.04,,Outgoing fund transfer,False
7002316,100139,2026-08-19,16:30:00,Transfer Out,Branch,34324.42,NPR,253622.62,,Outgoing fund transfer,False
7002336,100140,2026-03-03,22:15:00,POS Purchase,Internet Banking,8502.98,NPR,260653.3,Khalti,Point-of-sale card purchase,False
7002325,100140,2026-03-09,16:30:00,Transfer Out,Branch,38875.79,NPR,221777.51,,Outgoing fund transfer,False
7002335,100140,2026-03-09,07:30:00,Deposit,IVR,69219.15,NPR,290996.66,Self,Cash deposit at branch counter,False
7002337,100140,2026-03-10,08:45:00,Transfer In,Mobile App,19499.33,NPR,310495.99,,Incoming fund transfer,False
7002326,100140,2026-03-14,12:45:00,Interest Credit,Branch,74271.67,NPR,384767.66,,Quarterly interest credit,False
7002321,100140,2026-03-15,17:45:00,Transfer In,IVR,61557.97,NPR,446325.63,,Incoming fund transfer,False
7002327,100140,2026-03-29,09:15:00,Transfer Out,Internet Banking,4417.42,NPR,441908.21,,Outgoing fund transfer,False
7002330,100140,2026-04-09,16:45:00,Fee,Branch,1002.06,NPR,440906.15,,Monthly account maintenance fee,False
7002331,100140,2026-05-06,19:30:00,Loan EMI,Internet Banking,27604.78,NPR,413301.37,,Loan EMI auto-debit,False
7002329,100140,2026-05-07,22:00:00,Transfer Out,Internet Banking,62695.53,NPR,350605.84,,Outgoing fund transfer,False
7002333,100140,2026-05-21,10:15:00,POS Purchase,Mobile App,8531.49,NPR,342074.35,Daraz,Point-of-sale card purchase,False
7002328,100140,2026-05-24,16:15:00,Fee,POS,616.21,NPR,341458.14,,Monthly account maintenance fee,False
7002323,100140,2026-06-09,17:45:00,POS Purchase,Branch,2323.79,NPR,339134.35,Self,Point-of-sale card purchase,False
7002332,100140,2026-06-21,12:30:00,Deposit,Branch,26865.05,NPR,365999.4,Self,Cash deposit at branch counter,False
7002324,100140,2026-07-03,10:45:00,POS Purchase,POS,11058.76,NPR,354940.64,,Point-of-sale card purchase,False
7002322,100140,2026-07-04,12:15:00,Loan EMI,Internet Banking,32437.86,NPR,322502.78,,Loan EMI auto-debit,False
7002334,100140,2026-07-10,14:15:00,Interest Credit,IVR,65247.83,NPR,387750.61,,Quarterly interest credit,False
7002338,100140,2026-08-16,15:00:00,POS Purchase,POS,3030.08,NPR,384720.53,Daraz,Point-of-sale card purchase,False
7002340,100141,2024-05-09,08:15:00,Loan EMI,Internet Banking,42388.18,NPR,314763.48,,Loan EMI auto-debit,False
7002358,100141,2024-06-22,22:45:00,Deposit,Mobile App,6668.06,NPR,321431.54,Self,Cash deposit at branch counter,False
7002347,100141,2024-06-29,11:45:00,Transfer Out,ATM,31705.68,NPR,289725.86,,Outgoing fund transfer,False
7002357,100141,2024-08-13,13:15:00,Transfer Out,Branch,19058.83,NPR,270667.03,,Outgoing fund transfer,False
7002359,100141,2024-09-05,12:30:00,Deposit,Branch,87573.76,NPR,358240.79,Self,Cash deposit at branch counter,True
7002352,100141,2024-09-23,18:30:00,Loan EMI,Internet Banking,3397.63,NPR,354843.16,,Loan EMI auto-debit,False
7002356,100141,2024-09-27,08:45:00,Interest Credit,IVR,84368.35,NPR,439211.51,,Quarterly interest credit,False
7002350,100141,2024-10-20,17:30:00,Deposit,IVR,47271.4,NPR,486482.91,Self,Cash deposit at branch counter,False
7002345,100141,2025-02-15,15:45:00,POS Purchase,Branch,3067.05,NPR,483415.86,eSewa,Point-of-sale card purchase,False
7002353,100141,2025-03-16,07:00:00,Interest Credit,POS,76684.66,NPR,560100.52,,Quarterly interest credit,False
7002349,100141,2025-04-15,08:00:00,POS Purchase,POS,2091.3,NPR,558009.22,eSewa,Point-of-sale card purchase,False
7002361,100141,2025-04-19,19:45:00,Fee,Branch,379,NPR,557630.22,,Monthly account maintenance fee,False
7002342,100141,2025-05-15,11:00:00,Deposit,Mobile App,52401.16,NPR,610031.38,Self,Cash deposit at branch counter,False
7002341,100141,2025-06-05,20:30:00,Deposit,Internet Banking,32542.97,NPR,642574.35,Self,Cash deposit at branch counter,False
7002343,100141,2025-06-11,10:45:00,Transfer Out,POS,14427.62,NPR,628146.73,,Outgoing fund transfer,False
7002351,100141,2025-10-20,11:45:00,Fee,IVR,470.41,NPR,627676.32,,Monthly account maintenance fee,False
7002366,100141,2025-12-05,22:30:00,Deposit,Branch,44182.93,NPR,671859.25,Self,Cash deposit at branch counter,False
7002355,100141,2026-01-04,07:15:00,Loan EMI,Internet Banking,20497.03,NPR,651362.22,,Loan EMI auto-debit,False
7002348,100141,2026-01-21,15:15:00,Withdrawal,Internet Banking,3986.81,NPR,647375.41,Self,ATM cash withdrawal,False
7002365,100141,2026-02-15,07:45:00,Deposit,ATM,62992.41,NPR,710367.82,Self,Cash deposit at branch counter,False
7002346,100141,2026-03-05,12:30:00,Transfer Out,Branch,46342.53,NPR,664025.29,,Outgoing fund transfer,False
7002364,100141,2026-04-11,20:30:00,Transfer Out,Branch,27995.16,NPR,636030.13,,Outgoing fund transfer,False
7002363,100141,2026-04-21,14:30:00,Deposit,Internet Banking,71900.84,NPR,707930.97,Self,Cash deposit at branch counter,False
7002354,100141,2026-05-17,08:45:00,Loan EMI,Internet Banking,19792.35,NPR,688138.62,,Loan EMI auto-debit,False
7002344,100141,2026-06-19,16:45:00,Withdrawal,POS,39738.07,NPR,648400.55,Self,ATM cash withdrawal,False
7002360,100141,2026-07-13,19:00:00,Loan EMI,Internet Banking,43887.54,NPR,604513.01,,Loan EMI auto-debit,False
7002339,100141,2026-07-21,15:15:00,Interest Credit,POS,38625.28,NPR,643138.29,,Quarterly interest credit,False
7002362,100141,2026-08-11,15:00:00,POS Purchase,Branch,1089.22,NPR,642049.07,Self,Point-of-sale card purchase,False
7002369,100142,2024-01-29,22:45:00,Interest Credit,POS,43337.83,NPR,124781.38,,Quarterly interest credit,False
7002368,100142,2024-07-05,12:15:00,Deposit,Mobile App,82498.2,NPR,207279.58,Self,Cash deposit at branch counter,True
7002374,100142,2024-07-06,10:45:00,Interest Credit,ATM,9089.39,NPR,216368.97,,Quarterly interest credit,False
7002367,100142,2024-12-26,14:00:00,Fee,ATM,79.18,NPR,216289.79,,Monthly account maintenance fee,False
7002373,100142,2025-03-28,09:45:00,Fee,Branch,84.3,NPR,216205.49,,Monthly account maintenance fee,False
